,index,log2_deme,migration_rate,s_driver_birth
817,0000238F,6,0.5,1.0
818,0000242E,6,0.75,1.4
819,00002537,6,1.0,0.8
820,00002C93,8,0.025,1.9
821,000026BB,7,0.025,0.9
822,0000199C,5,0.01,0.5
823,00002306,6,0.25,0.4
824,00000A4D,2,0.5,1.7
825,00001320,4,0.01,1.1
826,00001AD7,5,0.05,1.3
827,000012F8,4,0.01,1.5
828,00002151,6,0.05,0.8
829,00001DAD,5,0.5,0.1
830,000022E8,6,0.25,0.7
831,0000014B,1,0.025,0.7
832,0000021F,1,0.05,0.6
833,0000247E,6,0.75,0.6
834,00000D16,3,0.01,0.5
835,00000D72,3,0.025,1.6
836,0000062E,1,1.0,0.2
837,00000F5C,3,0.1,0.7
838,00000955,2,0.1,0.2
839,000024B5,6,0.75,0.1
840,00001806,4,0.75,0.5
841,00002AC6,7,0.75,0.5
842,00002833,7,0.1,1.1
843,00001E55,5,0.75,0.4
844,00000BA0,2,0.75,0.3
845,00000520,1,0.75,0.9
846,000021A2,6,0.1,1.9
847,0000301A,8,0.5,0.9
848,000009A9,2,0.25,1.3
849,00001BF6,5,0.1,0.5
850,000024DF,6,1.0,1.7
851,0000001B,1,0.01,1.8
852,00000361,1,0.25,1.4
853,000004D1,1,0.75,1.7
854,00003161,8,1.0,1.6
855,0000032B,1,0.25,1.9
856,00000A30,2,0.5,2.0
857,00000812,2,0.05,1.4
858,0000042A,1,0.5,1.4
859,00001BFC,5,0.1,0.4
860,0000305B,8,0.5,0.3
861,000015AB,4,0.1,0.6
862,00002E98,8,0.1,0.8
863,0000020F,1,0.05,0.8
864,00000CF3,3,0.01,0.9
865,0000078D,2,0.025,0.7
866,000022F3,6,0.25,0.6
867,0000173D,4,0.5,0.6
868,0000265A,7,0.025,1.9
869,00002C27,8,0.01,1.0
870,00001876,4,1.0,1.4
871,000000BD,1,0.01,0.2
872,00002528,6,1.0,0.9
873,000021CD,6,0.1,1.5
874,00000502,1,0.75,1.2
875,00003097,8,0.75,1.7
876,00000B3A,2,0.75,1.3
877,000018BA,4,1.0,0.7
878,00002ADD,7,0.75,0.3
879,00000FEC,3,0.25,1.3
880,00001A82,5,0.025,0.2
881,00000C3E,2,1.0,0.7
882,00002762,7,0.05,1.2
883,00002B90,7,1.0,0.5
884,00001BC0,5,0.1,1.0
885,000019EB,5,0.025,1.7
886,00000BF4,2,1.0,1.4
887,000016CB,4,0.5,1.7
888,0000026A,1,0.1,1.9
889,00002BAA,7,1.0,0.3
890,00000194,1,0.05,2.0
891,00001731,4,0.5,0.7
892,00001126,3,0.5,0.1
893,00000A81,2,0.5,1.2
894,00001C03,5,0.1,0.3
895,00001D28,5,0.5,1.4
896,000007A8,2,0.025,0.4
897,00001BE8,5,0.1,0.6
898,00001449,4,0.025,0.1
899,00002D63,8,0.05,1.9
900,00002A8B,7,0.75,1.1
901,00000DA1,3,0.025,1.2
902,00000A76,2,0.5,1.3
903,00000FAF,3,0.25,1.9
904,00000ED2,3,0.05,0.1
905,0000310A,8,0.75,0.5
906,00001D5A,5,0.5,0.9
907,00001AAE,5,0.05,1.7
908,00001DF5,5,0.75,1.4
909,00003143,8,1.0,1.9
910,00000CEC,3,0.01,1.0
911,00001215,3,1.0,1.8
912,0000064D,2,0.01,1.9
913,00000ADD,2,0.5,0.2
914,00002620,7,0.01,0.4
915,0000141D,4,0.025,0.6
916,00001635,4,0.25,1.2
917,000018C3,4,1.0,0.7
918,000002F8,1,0.1,0.4
919,0000076B,2,0.025,1.1
920,00002C69,8,0.01,0.4
921,00001174,3,0.75,1.4
922,000001DB,1,0.05,1.3
923,00002828,7,0.1,1.2
924,0000170B,4,0.5,1.1
925,000007B4,2,0.025,0.3
926,00000D1A,3,0.01,0.5
927,00001A93,5,0.05,2.0
928,00001E77,5,0.75,0.1
929,00001B6D,5,0.1,1.8
930,000003F2,1,0.5,1.9
931,00001FC7,6,0.01,0.7
932,00001B93,5,0.1,1.5
933,00002152,6,0.05,0.7
934,00001386,4,0.01,0.1
935,00001799,4,0.75,1.6
936,00002429,6,0.75,1.5
937,00000FC2,3,0.25,1.7
938,00000AE3,2,0.5,0.2
939,00000F93,3,0.1,0.2
940,00002F73,8,0.25,0.6
941,00002AA7,7,0.75,0.9
942,0000279E,7,0.05,0.6
943,0000305A,8,0.5,0.3
944,00001CFA,5,0.5,1.9
945,000031B4,8,1.0,0.8
946,00002834,7,0.1,1.1
947,000027D6,7,0.05,0.1
948,00001604,4,0.25,1.7
949,000010A4,3,0.5,1.4
950,0000143A,4,0.025,0.3
951,00001501,4,0.05,0.3
952,000023F5,6,0.75,2.0
953,00003176,8,1.0,1.4
954,00002405,6,0.75,1.8
955,000010C4,3,0.5,1.1
956,00001863,4,1.0,1.6
957,00000BD4,2,1.0,1.8
958,000029BF,7,0.5,1.2
959,00002E59,8,0.1,1.4
960,000009BC,2,0.25,1.1
961,000004C5,1,0.75,1.8
962,0000228D,6,0.25,1.6
963,000023A9,6,0.5,0.8
964,0000048E,1,0.5,0.4
965,000025D6,7,0.01,1.2
966,00001E9B,5,1.0,1.7
967,00000931,2,0.1,0.5
968,000015A7,4,0.1,0.6
969,00002F4C,8,0.25,1.0
970,0000292D,7,0.25,0.6
971,00001BE6,5,0.1,0.6
972,000022DB,6,0.25,0.8
973,00001C1A,5,0.1,0.1
974,0000260C,7,0.01,0.6
975,0000174F,4,0.5,0.4
976,00002BDA,8,0.01,1.8
977,00000874,2,0.05,0.4
978,00000482,1,0.5,0.5
979,00000716,2,0.025,1.9
980,00002B1E,7,1.0,1.7
981,00002A8D,7,0.75,1.1
982,00000748,2,0.025,1.4
983,00002666,7,0.025,1.7
984,00002BED,8,0.01,1.6
985,00001CA3,5,0.25,0.7
986,000023BE,6,0.5,0.5
987,00002D85,8,0.05,1.5
988,0000130C,4,0.01,1.3
989,00001438,4,0.025,0.3
990,00000FCF,3,0.25,1.6
991,0000130F,4,0.01,1.3
992,000003B0,1,0.25,0.6
993,00001CB7,5,0.25,0.5
994,00001413,4,0.025,0.7
995,0000024E,1,0.05,0.1
996,0000280F,7,0.1,1.5
997,00001F9B,6,0.01,1.1
998,000004CC,1,0.75,1.8
999,00002AE7,7,0.75,0.2
1000,00002865,7,0.1,0.6
1001,0000010E,1,0.025,1.3
1002,000027F7,7,0.1,1.7
1003,00000A88,2,0.5,1.1
1004,000028D8,7,0.25,1.5
1005,00001F37,5,1.0,0.1
1006,00002B32,7,1.0,1.5
1007,00000144,1,0.025,0.8
1008,0000315F,8,1.0,1.7
1009,00000132,1,0.025,1.0
1010,00002B9F,7,1.0,0.4
1011,0000229F,6,0.25,1.4
1012,00000EBE,3,0.05,0.3
1013,0000063C,1,1.0,0.1
1014,00000484,1,0.5,0.5
1015,00002CEF,8,0.025,1.0
1016,00002C6C,8,0.01,0.3
1017,00001B8F,5,0.1,1.5
1018,00002AD6,7,0.75,0.4
1019,00002417,6,0.75,1.7
1020,00003049,8,0.5,0.4
1021,00001564,4,0.1,1.3
1022,00002707,7,0.025,0.1
1023,00001F0F,5,1.0,0.5
1024,00001AA9,5,0.05,1.8
1025,00001A25,5,0.025,1.1
1026,00001631,4,0.25,1.2
1027,00002C3E,8,0.01,0.8
1028,00002199,6,0.1,2.0
1029,00000404,1,0.5,1.8
1030,00001FBC,6,0.01,0.8
1031,0000098E,2,0.25,1.6
1032,00002267,6,0.25,2.0
1033,000005CF,1,1.0,1.2
1034,000027C2,7,0.05,0.3
1035,00000312,1,0.1,0.2
1036,000015F8,4,0.25,1.8
1037,0000154E,4,0.1,1.5
1038,0000080A,2,0.05,1.5
1039,00000C3B,2,1.0,0.7
1040,0000153A,4,0.1,1.7
1041,000024D0,6,1.0,1.8
1042,0000097B,2,0.25,1.8
1043,0000285D,7,0.1,0.7
1044,00002123,6,0.05,1.2
1045,000015C3,4,0.1,0.3
1046,00001D70,5,0.5,0.7
1047,00000BB7,2,0.75,0.1
1048,0000011E,1,0.025,1.2
1049,00000987,2,0.25,1.7
1050,000000C0,1,0.01,0.1
1051,00000786,2,0.025,0.8
1052,00000E6F,3,0.05,1.1
1053,00001908,5,0.01,2.0
1054,000008EA,2,0.1,1.2
1055,00002978,7,0.5,1.9
1056,00002A10,7,0.5,0.4
1057,00001874,4,1.0,1.4
1058,000024C5,6,1.0,1.9
1059,0000311D,8,0.75,0.3
1060,00000195,1,0.05,2.0
1061,0000082D,2,0.05,1.1
1062,00001DDD,5,0.75,1.6
1063,000027B0,7,0.05,0.4
1064,00002683,7,0.025,1.5
1065,0000302B,8,0.5,0.7
1066,00002F35,8,0.25,1.2
1067,00001472,4,0.05,1.7
1068,00001667,4,0.25,0.7
1069,00001EA9,5,1.0,1.6
1070,00002677,7,0.025,1.6
1071,000027A3,7,0.05,0.6
1072,00001EA3,5,1.0,1.6
1073,00001B31,5,0.05,0.4
1074,00001D8E,5,0.5,0.4
1075,00001271,3,1.0,0.8
1076,00001A6F,5,0.025,0.4
1077,00002C53,8,0.01,0.6
1078,000002A0,1,0.1,1.3
1079,000004BA,1,0.75,1.9
1080,00002CD1,8,0.025,1.3
1081,00002D35,8,0.025,0.3
1082,00002913,7,0.25,0.9
1083,00000ABB,2,0.5,0.6
1084,000030A7,8,0.75,1.5
1085,000030F2,8,0.75,0.7
1086,00000DF9,3,0.025,0.3
1087,00002C10,8,0.01,1.2
1088,00000678,2,0.01,1.5
1089,00001FCC,6,0.01,0.6
1090,000030DB,8,0.75,1.0
1091,000019C9,5,0.025,2.0
1092,00002F88,8,0.25,0.4
1093,000014D1,4,0.05,0.8
1094,00001B11,5,0.05,0.8
1095,00001EB3,5,1.0,1.5
1096,00000C3A,2,1.0,0.7
1097,00001EAB,5,1.0,1.5
1098,00000D84,3,0.025,1.4
1099,00000003,1,0.01,2.0
1100,0000101F,3,0.25,0.8
1101,0000297B,7,0.5,1.9
1102,00000371,1,0.25,1.2
1103,00001A8B,5,0.025,0.1
1104,00002811,7,0.1,1.5
1105,00000D76,3,0.025,1.6
1106,00001C27,5,0.25,2.0
1107,000008EE,2,0.1,1.2
1108,00000B0B,2,0.75,1.8
1109,00001984,5,0.01,0.7
1110,00000C68,2,1.0,0.3
1111,00001713,4,0.5,1.0
1112,00000B19,2,0.75,1.6
1113,00001884,4,1.0,1.3
1114,00000204,1,0.05,0.9
1115,000011CC,3,0.75,0.5
1116,000002F5,1,0.1,0.5
1117,00001014,3,0.25,0.9
1118,00001E70,5,0.75,0.1
1119,00001E8E,5,1.0,1.8
1120,000005FB,1,1.0,0.7
1121,00000A95,2,0.5,1.0
1122,000014F1,4,0.05,0.4
1123,000020B8,6,0.025,0.3
1124,00000151,1,0.025,0.7
1125,000015CE,4,0.1,0.2
1126,0000273F,7,0.05,1.6
1127,00000E13,3,0.05,2.0
1128,0000306B,8,0.5,0.1
1129,000015EA,4,0.25,1.9
1130,00001E34,5,0.75,0.7
1131,00002645,7,0.01,0.1
1132,00002AB6,7,0.75,0.7
1133,00000C59,2,1.0,0.4
1134,00001347,4,0.01,0.7
1135,00000E03,3,0.025,0.2
1136,00000B32,2,0.75,1.4
1137,00002F41,8,0.25,1.1
1138,00000121,1,0.025,1.2
1139,00001DBA,5,0.75,1.9
1140,000030D1,8,0.75,1.1
1141,00002D0B,8,0.025,0.7
1142,00002D37,8,0.025,0.3
1143,00000F81,3,0.1,0.4
1144,00001931,5,0.01,1.6
1145,00001D61,5,0.5,0.8
1146,0000280A,7,0.1,1.5
1147,000027E0,7,0.1,2.0
1148,000008D7,2,0.1,1.4
1149,0000269D,7,0.025,1.2
1150,0000114F,3,0.75,1.7
1151,00001057,3,0.25,0.2
1152,0000307E,8,0.75,1.9
1153,000030F6,8,0.75,0.7
1154,000019E0,5,0.025,1.8
1155,0000101A,3,0.25,0.8
1156,0000132B,4,0.01,1.0
1157,000027BB,7,0.05,0.3
1158,000006A7,2,0.01,1.0
1159,00000C42,2,1.0,0.7
1160,00001B3E,5,0.05,0.3
1161,00000729,2,0.025,1.7
1162,00002FBE,8,0.5,1.8
1163,0000248B,6,0.75,0.5
1164,00001D0C,5,0.5,1.7
1165,000003D1,1,0.25,0.3
1166,00000E5D,3,0.05,1.3
1167,0000045B,1,0.5,0.9
1168,00001D99,5,0.5,0.3
1169,0000135B,4,0.01,0.5
1170,000027F4,7,0.1,1.8
1171,0000310C,8,0.75,0.5
1172,0000242F,6,0.75,1.4
1173,00001537,4,0.1,1.7
1174,00000045,1,0.01,1.4
1175,000010D7,3,0.5,0.9
1176,0000241E,6,0.75,1.6
1177,000024B4,6,0.75,0.1
1178,00000ED3,3,0.05,0.1
1179,0000014C,1,0.025,0.7
1180,00002F46,8,0.25,1.0
1181,000022B7,6,0.25,1.2
1182,00001F12,5,1.0,0.5
1183,000002C6,1,0.1,0.9
1184,000008D1,2,0.1,1.5
1185,00000798,2,0.025,0.6
1186,00001D72,5,0.5,0.7
1187,000023FD,6,0.75,1.9
1188,00000545,1,0.75,0.6
1189,00001F5D,6,0.01,1.8
1190,00002FBB,8,0.5,1.9
1191,00001018,3,0.25,0.8
1192,00000902,2,0.1,1.0
1193,00002CBD,8,0.025,1.5
1194,00000CF0,3,0.01,0.9
1195,0000287B,7,0.1,0.4
1196,000015DB,4,0.1,0.1
1197,00002805,7,0.1,1.6
1198,00002D15,8,0.025,0.6
1199,000011AF,3,0.75,0.8
1200,00000DE2,3,0.025,0.5
1201,0000237C,6,0.5,1.2
1202,00003023,8,0.5,0.8
1203,00002F94,8,0.25,0.2
1204,00000E15,3,0.05,2.0
1205,0000153D,4,0.1,1.7
1206,000014E0,4,0.05,0.6
1207,00001086,3,0.5,1.7
1208,00000BAE,2,0.75,0.1
1209,00000F88,3,0.1,0.3
1210,00001C8A,5,0.25,1.0
1211,00001429,4,0.025,0.4
1212,00001D57,5,0.5,0.9
1213,00001DA7,5,0.5,0.1
1214,00000325,1,0.25,2.0
1215,00000DDE,3,0.025,0.5
1216,00000B88,2,0.75,0.5
1217,0000196D,5,0.01,1.0
1218,00002EDF,8,0.1,0.1
1219,0000113B,3,0.75,1.9
1220,0000051A,1,0.75,1.0
1221,000004A5,1,0.5,0.2
1222,000028B8,7,0.25,1.8
1223,000015E8,4,0.25,2.0
1224,00000C4B,2,1.0,0.6
1225,0000181F,4,0.75,0.3
1226,00001E6F,5,0.75,0.1
1227,000022A2,6,0.25,1.4
1228,00001960,5,0.01,1.1
1229,00001385,4,0.01,0.1
1230,00002ECF,8,0.1,0.2
1231,000028C0,7,0.25,1.7
1232,00001121,3,0.5,0.2
1233,00002D12,8,0.025,0.7
1234,00000C09,2,1.0,1.2
1235,00001FC4,6,0.01,0.7
1236,000017A5,4,0.75,1.5
1237,000026BC,7,0.025,0.9
1238,000012C0,4,0.01,2.0
1239,00001BD9,5,0.1,0.8
1240,00000F02,3,0.1,1.6
1241,00001CBE,5,0.25,0.5
1242,00001590,4,0.1,0.8
1243,00000081,1,0.01,0.8
1244,00000493,1,0.5,0.3
1245,00002D28,8,0.025,0.4
1246,000031A3,8,1.0,1.0
1247,0000233E,6,0.5,1.8
1248,000011A7,3,0.75,0.9
1249,00000FB5,3,0.25,1.8
1250,00002EE5,8,0.25,2.0
1251,00000C52,2,1.0,0.5
1252,00000722,2,0.025,1.8
1253,00001D59,5,0.5,0.9
1254,000013A7,4,0.025,1.7
1255,00000115,1,0.025,1.3
1256,00000721,2,0.025,1.8
1257,00002350,6,0.5,1.6
1258,00002A26,7,0.5,0.1
1259,00001900,5,0.01,2.0
1260,0000050A,1,0.75,1.1
1261,00001116,3,0.5,0.3
1262,0000069C,2,0.01,1.1
1263,0000069A,2,0.01,1.1
1264,00001313,4,0.01,1.2
1265,00002554,6,1.0,0.5
1266,00001A92,5,0.05,2.0
1267,00003012,8,0.5,1.0
1268,00001577,4,0.1,1.1
1269,00002C6A,8,0.01,0.3
1270,00000538,1,0.75,0.7
1271,000010B5,3,0.5,1.3
1272,0000209E,6,0.025,0.5
1273,0000166C,4,0.25,0.6
1274,0000181E,4,0.75,0.3
1275,00000CAC,3,0.01,1.6
1276,00001ACE,5,0.05,1.4
1277,00000935,2,0.1,0.5
1278,00000008,1,0.01,2.0
1279,00002735,7,0.05,1.7
1280,000021E7,6,0.1,1.3
1281,0000187A,4,1.0,1.4
1282,00002679,7,0.025,1.6
1283,00000C0B,2,1.0,1.2
1284,00000612,1,1.0,0.5
1285,0000183A,4,1.0,2.0
1286,000012EF,4,0.01,1.6
1287,0000194D,5,0.01,1.3
1288,00000F62,3,0.1,0.7
1289,00002CBC,8,0.025,1.5
1290,00002E82,8,0.1,1.0
1291,00002300,6,0.25,0.4
1292,000011E7,3,0.75,0.2
1293,00003188,8,1.0,1.2
1294,00000BF5,2,1.0,1.4
1295,000022AF,6,0.25,1.3
1296,0000221D,6,0.1,0.7
1297,00002CB1,8,0.025,1.6
1298,0000058E,1,1.0,1.8
1299,00002B92,7,1.0,0.5
1300,00000ABC,2,0.5,0.6
1301,00001EA8,5,1.0,1.6
1302,00001ED1,5,1.0,1.2
1303,00000B78,2,0.75,0.7
1304,0000139A,4,0.025,1.9
1305,00002667,7,0.025,1.7
1306,000015B4,4,0.1,0.5
1307,000021BC,6,0.1,1.7
1308,000015FC,4,0.25,1.8
1309,00001129,3,0.5,0.1
1310,00000DA5,3,0.025,1.1
1311,00001E5C,5,0.75,0.3
1312,00001D82,5,0.5,0.5
1313,0000004D,1,0.01,1.3
1314,00000CE5,3,0.01,1.0
1315,00001BAA,5,0.1,1.2
1316,00001E63,5,0.75,0.3
1317,00000FE2,3,0.25,1.4
1318,00001645,4,0.25,1.0
1319,0000049C,1,0.5,0.2
1320,00001544,4,0.1,1.6
1321,00000E8D,3,0.05,0.8
1322,000002B8,1,0.1,1.1
1323,000000F0,1,0.025,1.6
1324,0000020D,1,0.05,0.8
1325,000007BF,2,0.025,0.2
1326,000006DA,2,0.01,0.5
1327,00000E26,3,0.05,1.8
1328,0000219F,6,0.1,2.0
1329,00000C92,3,0.01,1.9
1330,00000A28,2,0.5,2.0
1331,00001B2D,5,0.05,0.5
1332,00002513,6,1.0,1.1
1333,000010D9,3,0.5,0.9
1334,00003067,8,0.5,0.1
1335,00002DFE,8,0.05,0.3
1336,00000343,1,0.25,1.7
1337,000012AC,3,1.0,0.2
1338,000009F3,2,0.25,0.6
1339,00000F96,3,0.1,0.1
1340,00000D6F,3,0.025,1.7
1341,0000190D,5,0.01,1.9
1342,00000234,1,0.05,0.4
1343,000004D4,1,0.75,1.7
1344,00000629,1,1.0,0.3
1345,00000C35,2,1.0,0.8
1346,00001430,4,0.025,0.4
1347,00001F84,6,0.01,1.4
1348,0000168C,4,0.25,0.3
1349,000001AF,1,0.05,1.7
1350,00000EFB,3,0.1,1.7
1351,00002007,6,0.01,0.1
1352,000010C9,3,0.5,1.1
1353,000017C5,4,0.75,1.2
1354,00002591,7,0.01,1.9
1355,000024BC,6,1.0,2.0
1356,00001E7F,5,1.0,2.0
1357,000018BF,4,1.0,0.7
1358,00002FC3,8,0.5,1.8
1359,0000277B,7,0.05,1.0
1360,00001BD6,5,0.1,0.8
1361,00001217,3,1.0,1.7
1362,0000106F,3,0.5,2.0
1363,00000B3F,2,0.75,1.3
1364,00002077,6,0.025,0.9
1365,00001022,3,0.25,0.7
1366,000002AE,1,0.1,1.2
1367,00001B62,5,0.1,1.9
1368,00002868,7,0.1,0.6
1369,00002DF3,8,0.05,0.4
1370,000028CE,7,0.25,1.6
1371,00001E7B,5,1.0,2.0
1372,00000593,1,1.0,1.8
1373,00001432,4,0.025,0.3
1374,00001EE5,5,1.0,1.0
1375,00001BDA,5,0.1,0.7
1376,000008C9,2,0.1,1.6
1377,000015F7,4,0.25,1.8
1378,00001140,3,0.75,1.9
1379,00000C02,2,1.0,1.3
1380,000016FD,4,0.5,1.2
1381,000029B2,7,0.5,1.3
1382,00002A53,7,0.75,1.7
1383,0000180E,4,0.75,0.5
1384,00000954,2,0.1,0.2
1385,00003015,8,0.5,1.0
1386,00000550,1,0.75,0.4
1387,00000B12,2,0.75,1.7
1388,000017A8,4,0.75,1.5
1389,000026E0,7,0.025,0.5
1390,0000082B,2,0.05,1.1
1391,000007FA,2,0.05,1.6
1392,00001864,4,1.0,1.6
1393,00001578,4,0.1,1.1
1394,000003BE,1,0.25,0.5
1395,000011D4,3,0.75,0.4
1396,00001373,4,0.01,0.3
1397,0000145F,4,0.05,1.9
1398,000016E4,4,0.5,1.4
1399,0000056F,1,0.75,0.1
1400,00000815,2,0.05,1.4
1401,00002319,6,0.25,0.2
1402,00000DFD,3,0.025,0.2
1403,0000214F,6,0.05,0.8
1404,000031F4,8,1.0,0.2
1405,00001C60,5,0.25,1.4
1406,00000FBF,3,0.25,1.7
1407,00001BAE,5,0.1,1.2
1408,000030A9,8,0.75,1.5
1409,00000EB7,3,0.05,0.4
1410,000001A6,1,0.05,1.8
1411,0000029A,1,0.1,1.4
1412,000000B2,1,0.01,0.3
1413,0000071A,2,0.025,1.9
1414,0000036D,1,0.25,1.3
1415,0000150D,4,0.05,0.2
1416,000010A6,3,0.5,1.4
1417,00001EF4,5,1.0,0.8
1418,00001C7E,5,0.25,1.1
1419,00000A2C,2,0.5,2.0
1420,0000224E,6,0.1,0.2
1421,0000005B,1,0.01,1.1
1422,00002E90,8,0.1,0.8
1423,00001BDD,5,0.1,0.7
1424,000031B8,8,1.0,0.8
1425,0000142C,4,0.025,0.4
1426,00002A49,7,0.75,1.8
1427,00002C40,8,0.01,0.8
1428,00001C9F,5,0.25,0.8
1429,00000287,1,0.1,1.6
1430,00000206,1,0.05,0.9
1431,00001641,4,0.25,1.1
1432,00001C66,5,0.25,1.3
1433,00002C25,8,0.01,1.0
1434,00002BFA,8,0.01,1.5
1435,000009C6,2,0.25,1.0
1436,000003DE,1,0.25,0.1
1437,00000E36,3,0.05,1.7
1438,00000FEB,3,0.25,1.3
1439,000030E4,8,0.75,0.9
1440,000018B5,4,1.0,0.8
1441,00002544,6,1.0,0.6
1442,00000F2B,3,0.1,1.2
1443,00001A4F,5,0.025,0.7
1444,000025CF,7,0.01,1.3
1445,000022BE,6,0.25,1.1
1446,00000DDD,3,0.025,0.6
1447,00000D30,3,0.01,0.3
1448,00001459,4,0.05,2.0
1449,000012EE,4,0.01,1.6
1450,0000312F,8,0.75,0.1
1451,00002DD7,8,0.05,0.7
1452,00000490,1,0.5,0.4
1453,00001A0B,5,0.025,1.4
1454,00002881,7,0.1,0.4
1455,00000668,2,0.01,1.6
1456,00002B58,7,1.0,1.1
1457,000016F6,4,0.5,1.3
1458,00002DA7,8,0.05,1.2
1459,00002FC1,8,0.5,1.8
1460,000009B5,2,0.25,1.2
1461,00000EB5,3,0.05,0.4
1462,00002DE5,8,0.05,0.6
1463,00002B89,7,1.0,0.6
1464,000024C0,6,1.0,2.0
1465,000022A6,6,0.25,1.3
1466,000007CA,2,0.025,0.1
1467,00002DE8,8,0.05,0.5
1468,000011B9,3,0.75,0.7
1469,000014E8,4,0.05,0.5
1470,000000CA,1,0.025,2.0
1471,00000B46,2,0.75,1.2
1472,00000337,1,0.25,1.8
1473,000024CD,6,1.0,1.8
1474,00002117,6,0.05,1.3
1475,00000C73,2,1.0,0.2
1476,00002749,7,0.05,1.5
1477,00001637,4,0.25,1.2
1478,00001387,4,0.01,0.1
1479,00001AA3,5,0.05,1.9
1480,0000192B,5,0.01,1.6
1481,000001BB,1,0.05,1.6
1482,00000E3D,3,0.05,1.6
1483,00002DB6,8,0.05,1.0
1484,000029BE,7,0.5,1.2
1485,00001322,4,0.01,1.1
1486,00000C72,2,1.0,0.2
1487,00000B50,2,0.75,1.1
1488,0000052A,1,0.75,0.8
1489,00001439,4,0.025,0.3
1490,00000060,1,0.01,1.1
1491,00002A7C,7,0.75,1.3
1492,000012E1,4,0.01,1.7
1493,00002FBC,8,0.5,1.8
1494,00002950,7,0.25,0.3
1495,00002180,6,0.05,0.3
1496,00003058,8,0.5,0.3
1497,000023E7,6,0.5,0.1
1498,00001D78,5,0.5,0.6
1499,00000410,1,0.5,1.6
1500,000023E6,6,0.5,0.1
1501,000008B5,2,0.1,1.8
1502,00001E05,5,0.75,1.2
1503,0000262A,7,0.01,0.3
1504,00002349,6,0.5,1.7
1505,000029A8,7,0.5,1.4
1506,00003074,8,0.75,2.0
1507,00001197,3,0.75,1.0
1508,00000F2D,3,0.1,1.2
1509,00001411,4,0.025,0.7
1510,0000265D,7,0.025,1.8
1511,000016F4,4,0.5,1.3
1512,0000100E,3,0.25,0.9
1513,000021FB,6,0.1,1.1
1514,00001DC2,5,0.75,1.9
1515,00000DDA,3,0.025,0.6
1516,00000E23,3,0.05,1.9
1517,000024CF,6,1.0,1.8
1518,00000F7A,3,0.1,0.4
1519,00002ABD,7,0.75,0.6
1520,0000206D,6,0.025,1.0
1521,00002C98,8,0.025,1.9
1522,000018C6,4,1.0,0.6
1523,000022DD,6,0.25,0.8
1524,00002A66,7,0.75,1.5
1525,0000218D,6,0.05,0.2
1526,00000AEB,2,0.5,0.1
1527,00001CD5,5,0.25,0.2
1528,00001541,4,0.1,1.6
1529,000006B7,2,0.01,0.9
1530,00002277,6,0.25,1.8
1531,00000E25,3,0.05,1.8
1532,00001A5C,5,0.025,0.6
1533,000022FC,6,0.25,0.5
1534,00001D3A,5,0.5,1.2
1535,00000088,1,0.01,0.7
1536,00002EDE,8,0.1,0.1
1537,0000236B,6,0.5,1.4
1538,000008D4,2,0.1,1.4
1539,00000224,1,0.05,0.6
1540,000002C9,1,0.1,0.9
1541,00002F19,8,0.25,1.5
1542,00002480,6,0.75,0.6
1543,00000A9E,2,0.5,0.9
1544,00000FE9,3,0.25,1.3
1545,00002EC2,8,0.1,0.3
1546,00001EC5,5,1.0,1.3
1547,00002FD7,8,0.5,1.6
1548,00000E12,3,0.05,2.0
1549,00001A5E,5,0.025,0.5
1550,0000211B,6,0.05,1.3
1551,00000E66,3,0.05,1.2
1552,00000DFA,3,0.025,0.3
1553,00002E4F,8,0.1,1.5
1554,00001659,4,0.25,0.8
1555,00000976,2,0.25,1.8
1556,000015DA,4,0.1,0.1
1557,00000EE8,3,0.1,1.9
1558,000009E2,2,0.25,0.7
1559,00001E22,5,0.75,0.9
1560,00001B0A,5,0.05,0.8
1561,00001917,5,0.01,1.8
1562,00001E00,5,0.75,1.2
1563,00000495,1,0.5,0.3
1564,0000256B,6,1.0,0.3
1565,00002AEC,7,0.75,0.2
1566,00002A3A,7,0.75,1.9
1567,00001706,4,0.5,1.1
1568,00000FA6,3,0.25,2.0
1569,00000D7E,3,0.025,1.5
1570,000006D7,2,0.01,0.5
1571,00000964,2,0.25,2.0
1572,00001F04,5,1.0,0.6
1573,00000B80,2,0.75,0.6
1574,00003133,8,0.75,0.1
1575,000008B2,2,0.1,1.8
1576,00000C6D,2,1.0,0.2
1577,00000BD0,2,1.0,1.8
1578,00002362,6,0.5,1.5
1579,00002E52,8,0.1,1.5
1580,00000A50,2,0.5,1.6
1581,0000133C,4,0.01,0.8
1582,00002C99,8,0.025,1.9
1583,000003CA,1,0.25,0.3
1584,0000289B,7,0.1,0.1
1585,00003053,8,0.5,0.3
1586,00000E0F,3,0.025,0.1
1587,0000272D,7,0.05,1.8
1588,00001FB1,6,0.01,0.9
1589,00003164,8,1.0,1.6
1590,0000205F,6,0.025,1.2
1591,0000014A,1,0.025,0.7
1592,0000096F,2,0.25,1.9
1593,00002231,6,0.1,0.5
1594,00001C4F,5,0.25,1.6
1595,000015E5,4,0.25,2.0
1596,000016E2,4,0.5,1.5
1597,00000ED6,3,0.05,0.1
1598,0000120A,3,1.0,1.9
1599,00002BB2,7,1.0,0.2
1600,000011C8,3,0.75,0.5
1601,000011E3,3,0.75,0.3
1602,00001932,5,0.01,1.5
